text,label,split
what expression would i use to say i love you if i were an italian,61,train
"can you tell me how to say 'i do not speak much spanish', in spanish",61,train
"what is the equivalent of, 'life is good' in french",61,train
"tell me how to say, 'it is a beautiful morning' in italian",61,train
"if i were mongolian, how would i say that i am a tourist",61,train
how do i say 'hotel' in finnish,61,train
"i need you to translate the sentence, 'we will be there soon' into portuguese",61,train
please tell me how to ask for a taxi in french,61,train
"can you tell me how i would say, 'more bread please' in french",61,train
what is the correct way to say 'i am a visitor' in french,61,train
"how would i say, 'i don't know the answer' in spanish",61,train
i would like to know the proper way to greet an adult in portuguese,61,train
what words would i use to tell someone i am lost if i were japanese,61,train
how would i say thank you if i were russian,61,train
can you tell me how i would normally say thank you as a french person,61,train
i would like to know how to say hello in french,61,train
if i were english how would i say subway,61,train
i would i say subway if i were english,61,train
how do you say hi in french,61,train
in england how do they say subway,61,train
translate hello in french,61,train
how is hello said in french,61,train
what do you call a subway if you were english,61,train
how would i say if i were english subway,61,train
how should i say hello in french,61,train
how could i say twin in chinese,61,train
how can i say not now in spanish,61,train
what do spanish people say for the word cow,61,train
translate hello to english,61,train
how do you say goodbye in spanish,61,train
how would i say love in french,61,train
could you translate atm machine into english,61,train
please translate grocery into french for me,61,train
how do germans say goodnight,61,train
tell me how the russians say notebook,61,train
how do vietnameses people say hello,61,train
how do i say thank you in japanese,61,train
what is latin for i love you,61,train
how can i thank somebody in italian,61,train
how do i say you're welcome in chinese,61,train
translate hello english to french,61,train
what is hello in french,61,train
what phrase means goodbye in hawaii,61,train
what spanish word means hello,61,train
translate hello to french,61,train
translate english to french hello,61,train
what is the word for hello spanish,61,train
how do they say goodbye in hawaii,61,train
what's local slang for goodbye in hawaii,61,train
how do you say hello in french,61,train
tell me how to say hello in spanish,61,train
what do i say for goodbye in hawaii,61,train
translate hello into french for me,61,train
how do i say hello in french,61,train
translate for me hello into french,61,train
how would they say say goodbye in hawaii,61,train
what is spanish for hello,61,train
how would i say hello in french,61,train
how can i say i love you in italy,61,train
what is spanish for good morning,61,train
how do you say it's snowing in german,61,train
how would you say can i borrow five dollars in portuguese,61,train
do you know how to say where is the restroom in french,61,train
how would i say pleased to meet you if i were japanese,61,train
can you translate hello into swedish for me,61,train
can you translate i love you into french for me,61,train
can you translate where's the bar into irish for me,61,train
how would i say goodbye if i were norwegian,61,train
how would i say i love you if i were french,61,train
how would i say hello if i were swedish,61,train
can you translate good bye into russian for me,61,train
can you translate i have to go pee into korean for me,61,train
how would i say i'm not guilty if i were mexican,61,train
how do you say thank you in spanish,61,train
how does one say thank you in spanish,61,train
how can i say thank you in spanish,61,train
what is thank you in spanish,61,train
what is the way to say thank you in spanish,61,train
"how do they say ""who is your father"" in german",61,train
"how do they say ""where's the bathroom"" in spanish",61,train
"how do they say ""how's it going"" in swahili",61,train
"how do they say ""i love you"" in japanese",61,train
"how do they say ""what's up"" in chinese",61,train
how do you say thank you in german,61,train
how do you say please in arabic,61,train
how do you say cat in spanish,61,train
how do you say i'm hungry in french,61,train
how do you say i need coffee in dutch,61,train
how do they say yes in brazil,61,train
can you translate cat into russian for me,61,train
can you translate bowl into russian for me,61,train
how do they say hello in france,61,train
i wanna know a phrase in spanish,61,train
can you translate bat into russian for me,61,train
how do they say no in germany,61,train
can you translate hi into spanish for me,61,train
i wanna learn a phrase in russian,61,train
how do they say hello in germany,61,train
can you translate milk into spanish for me,61,train
how do they say hello in brazil,61,train
i need $20000 transferred from my savings to my checking,133,train
complete a transaction from savings to checking of $20000,133,train
transfer $20000 from my savings account to checking account,133,train
take $20000 from savings and put it in checking,133,train
put $20000 into my checking account from my savings account,133,train
send 100 dollars between bank of the west and bank of america acccounts,133,train
send 50 dollars between bank of america and chase accounts,133,train
send 2000 dollars between chase and rabobank accounts,133,train
send 1200 dollars between usaa and navy federal accounts,133,train
send 400 dollars between city bank and usaa accounts,133,train
take $40 and transfer it to account a from b,133,train
transfer $40 from account a to b,133,train
move $40 from account b to account a,133,train
put $40 from account a to b,133,train
take $40 from account a and transfer it to account b,133,train
i need to transfer from this account to that one,133,train
need to transfer from one account to my other one,133,train
i would like to transfer from one account to my second one,133,train
i need to transfer from one account to my second one,133,train
i have to transfer from one account to my other one,133,train
send fifty dollars from me to carrie,133,train
transfer sixty dollars to dad from my biggest accnt,133,train
send over a hundred dollars from huntington into saving,133,train
move 57 dollars from saving into mom,133,train
transfer two hundred dollars between my portfolio and my money market account,133,train
i need to transfer ten dollars from my bank of america account to my capital one account,133,train
go ahead and send ten dollars from bank of america to capital one,133,train
i must transfer ten dollars from my bank of america account to my capital one account,133,train
i got to transfer ten dollars from my bank of america account to my capital one account,133,train
i want you to send ten dollars from bank of america to capital one,133,train
i need you to send ten dollars from bank of america to capital one,133,train
i have to transfer ten dollars from my bank of america account to my capital one account,133,train
send ten dollars from bank of america to capital one,133,train
please send ten dollars from bank of america to capital one,133,train
make a transfer of $200 from my savings account to my checking account,133,train
please transfer $250 from checking to savings,133,train
transfer $500 from my checking to my savings,133,train
please transfer $100 from my checking to my savings account,133,train
transfer $500 from my money market savings account to my checking account,133,train
send money from one account to another,133,train
transfer 200 dollars from paypal to savings,133,train
transfer $10 from checking to savings,133,train
send $100 from paypal to my bank,133,train
please transfer 100 dollars between my amazon payments and savings accounts,133,train
i would like to make a transfer,133,train
i want to transfer funds between accounts,133,train
send over 50 dollars between my shared and not shared accounts,133,train
whats the quickest way to money from one account to another,133,train
what is the process to move money from one account to another,133,train
i need you to send 500 dollars from my high tier account to my regular checking account,133,train
can you transfer money from a to b,133,train
send my money between accounts,133,train
how can i send money from one account to another,133,train
i need to move money from one account to another,133,train
send $20 from debit to steve's account,133,train
send 20 dollars from savings to checking,133,train
please transfer my funds,133,train
please transfer $50 to my checking account from credit,133,train
go ahead and move $200 from amazon to my bank account,133,train
help me move my money,133,train
i need my money to be moved,133,train
help me move my money please,133,train
i need to move my money,133,train
move my money please,133,train
i would like to transfer $5 from savings to checking,133,train
transfer $5 from savings to checking,133,train
can you transfer $5 from savings to checking,133,train
send $5 from savings to checking,133,train
please transfer $5 from savings to checking,133,train
please switch $s checking to mortage,133,train
please transfer $s from saving to checking,133,train
could you transfer $x from saving to checking,133,train
help me transfer $x from credit to debit,133,train
please transfer $x from checking to saving,133,train
transfer money to another account,133,train
requesting money transfer between accounts,133,train
transfer money from this account to that account,133,train
can you transfer money from my account,133,train
money transfer request,133,train
send 100 dollars from checking to savings,133,train
transfer 100 dollars checking to savings,133,train
transfer 100 dollars between checking and savings,133,train
take 100 dollars from checking and send it to savings,133,train
move 100 dollars from checking to savings,133,train
can we wire some money over to the other account i have,133,train
time to move some cash from one account to another,133,train
i need to throw some money into that other account,133,train
let's send some money to another account,133,train
i want to initiate a transfer from one account to the other,133,train
transfer money from one place to another,133,train
move money from one account to another,133,train
transfer between two accounts,133,train
make a transfer between accounts,133,train
send money to another account,133,train
i need ten dollars sent from b of a to washington mutual,133,train
transfer fifty dollars between my chase and bank of america account,133,train
deposit ten bucks from my chase account to my ally account,133,train
put a hundred dollars in my ally account from bluebird,133,train
i want seventy bucks transferred from b of a to chase,133,train
can i initiate a one-time transfer from my savings account to my money market account,133,train
please set a 4 minute timer,32,train
please set a timer for 6 minutes,32,train
set a timer for 5 minutes,32,train
i need a 7 minute timer,32,train
i need to set the timer for two minutes,32,train
can you set a timer for me for fifteen minutes starting now,32,train
start the timer now and stop at thirty minutes,32,train
i would like you to set the timer to go off in ten minutes,32,train
please set a timer for 40 minutes,32,train
wake me in an hour,32,train
please set a timer for cookies,32,train
i want a timer set,32,train
remind me in (x) hours,32,train
set timer for (x) minutes,32,train
i gotta have a 10 minute timer,32,train
please set a timer for me,32,train
